Code,Party,Title,FileType,Language,Version,Status,SubmissionDate,EncodedAbsUrl,OriginalFilename
LIE,Liechtenstein,Liechtenstein First NDC,NDC,English,1,Active,2017-09-20,https://unfccc.int/sites/default/files/NDC/2022-06/150422_INDC_FL.pdf,150422_INDC_FL.pdf
LTU,Lithuania,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
LTU,Lithuania,EU First NDC (Archived),NDC,English,1,Archived,2017-02-02,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
LTU,Lithuania,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
LTU,Lithuania,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
LUX,Luxembourg,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
LUX,Luxembourg,EU First NDC (Archived),NDC,English,1,Archived,2016-11-04,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
LUX,Luxembourg,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
LUX,Luxembourg,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
MDG,Madagascar,Madagascar First NDC,NDC,French,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/Madagascar%20INDC.pdf,Madagascar INDC.pdf
MDG,Madagascar,NDC 2 Madagascar,NDC,French,N/A,Active,2024-01-29,https://unfccc.int/sites/default/files/NDC/2024-01/NDC%202%20MADAGASCAR.pdf,NDC 2 MADAGASCAR.pdf
MDG,Madagascar,Madagascar First NDC,Translation,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/Madagascar%20INDC%20Eng.pdf,Madagascar INDC Eng.pdf
MWI,Malawi,Malawi NDC Policy Brief,Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/Malawi%20NDC_Policy%20Brief_30%20June%202021.pdf,Malawi NDC_Policy Brief_30 June 2021.pdf
MWI,Malawi,Malawi First NDC (Archived),NDC,English,1,Archived,2017-06-29,https://unfccc.int/sites/default/files/NDC/2022-06/MALAWI%20INDC%20SUBMITTED%20TO%20UNFCCC%20REV.pdf,MALAWI INDC SUBMITTED TO UNFCCC REV.pdf
MWI,Malawi,Malawi First NDC (Updated submission),NDC,English,2,Active,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/Malawi%20Updated%20NDC%20July%202021%20submitted.pdf,Malawi Updated NDC July 2021 submitted.pdf
MYS,Malaysia,Malaysia NDC 3.0 2025,NDC,English,,Active,2025-10-24,https://unfccc.int/sites/default/files/2025-10/Malaysia%20NDC%203.0%20to%20UNFCCC%202025%20final.pdf,Malaysia NDC 3.0 to UNFCCC 2025 final.pdf
MYS,Malaysia,Malaysia First NDC (Archived),NDC,English,1,Archived,2016-11-16,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Malaysia%20Final%2027%20November%202015%20Revised%20Final%20UNFCCC.pdf,INDC Malaysia Final 27 November 2015 Revised Final UNFCCC.pdf
MYS,Malaysia,Malaysia First NDC (Updated submission),NDC,English,2,Active,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/Malaysia%20NDC%20Updated%20Submission%20to%20UNFCCC%20July%202021%20final.pdf,Malaysia NDC Updated Submission to UNFCCC July 2021 final.pdf
MDV,Maldives,Maldives' Third Nationally Determined Contribution,NDC,English,,Active,2025-02-27,https://unfccc.int/sites/default/files/2025-02/Maldives%E2%80%99%20Third%20Nationally%20Determined%20Contribution.pdf,Maldives’ Third Nationally Determined Contribution.pdf
MDV,Maldives,Maldives First NDC (Archived),NDC,English,1,Archived,2016-04-22,https://unfccc.int/sites/default/files/NDC/2022-06/Maldives%20INDC.pdf,Maldives INDC.pdf
MDV,Maldives,Maldives First NDC (Updated submission),NDC,English,2,Active,2020-12-28,https://unfccc.int/sites/default/files/NDC/2022-06/Maldives%20Nationally%20Determined%20Contribution%202020.pdf,Maldives Nationally Determined Contribution 2020.pdf
MLI,Mali,Mali First NDC (Archived),NDC,French,1,Archived,2016-09-23,https://unfccc.int/sites/default/files/NDC/2022-06/Mali_revised%20NDC.pdf,Mali_revised NDC.pdf
MLI,Mali,Mali First NDC (Updated submission),NDC,French,2,Active,2021-10-11,https://unfccc.int/sites/default/files/NDC/2022-06/MALI%20First%20NDC%20update.pdf,MALI First NDC update.pdf
MLT,Malta,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
MLT,Malta,EU First NDC (Archived),NDC,English,1,Archived,2016-10-05,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
MLT,Malta,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
MLT,Malta,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
MHL,Marshall Islands,Letter to UNFCCC regarding Second NDC (Archived),Addendum,English,2,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/20181122%20Marshall%20Islands%20NDC%20Minister%20Paul%20to%20UNFCCC%2022%20November%202018%20FINAL.pdf,20181122 Marshall Islands NDC Minister Paul to UNFCCC 22 November 2018 FINAL.pdf
MHL,Marshall Islands,180924 rmi 2050 climate strategy final_0,Addendum,English,3,Active,,https://unfccc.int/sites/default/files/resource/180924%20rmi%202050%20climate%20strategy%20final.pdf,180924 rmi 2050 climate strategy final.pdf
MHL,Marshall Islands,RMI Electricity Roadmap,Addendum,English,3,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/RMI%20Electricity%20Roadmap.pdf,RMI Electricity Roadmap.pdf
MHL,Marshall Islands,Marshall Islands Third NDC,NDC,English,,Active,2025-02-10,https://unfccc.int/sites/default/files/2025-02/Republic%20of%20the%20Marshall%20Islands%20NDC%203.0.pdf,Republic of the Marshall Islands NDC 3.0.pdf
MHL,Marshall Islands,Marshall Islands First NDC (Archived),NDC,English,1,Archived,2016-04-22,https://unfccc.int/sites/default/files/NDC/2022-06/150721%20RMI%20INDC%20JULY%202015%20FINAL%20SUBMITTED.pdf,150721 RMI INDC JULY 2015 FINAL SUBMITTED.pdf
MHL,Marshall Islands,Marshall Islands Second NDC (Archived),NDC,English,2,Archived,2018-11-22,https://unfccc.int/sites/default/files/NDC/2022-06/20181122%20Marshall%20Islands%20NDC%20to%20UNFCCC%2022%20November%202018%20FINAL.pdf,20181122 Marshall Islands NDC to UNFCCC 22 November 2018 FINAL.pdf
MHL,Marshall Islands,Marshall Islands Second NDC (Updated submission),NDC,English,3,Active,2020-12-31,https://unfccc.int/sites/default/files/NDC/2022-06/RMI%20NDC-UpdateUPDATED_01.20.2021.pdf,RMI NDC-UpdateUPDATED_01.20.2021.pdf
MRT,Mauritania,Mauritania NDC 3.0,NDC,French,,Active,2025-10-28,https://unfccc.int/sites/default/files/2025-10/CDN3.0_Mauritanie_Signed.pdf,CDN3.0_Mauritanie_Signed.pdf
MRT,Mauritania,Mauritania First NDC (Archived),NDC,French,1,Archived,2017-02-27,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20MAURITANIA.pdf,INDC MAURITANIA.pdf
MRT,Mauritania,Mauritania First NDC (Updated submission),NDC,French,2,Active,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/CDN-actualis%C3%A9%202021_%20Mauritania.pdf,CDN-actualisé 2021_ Mauritania.pdf
MUS,Mauritius,Mauritius Cover Letter,Addendum,,,Active,,https://unfccc.int/sites/default/files/2025-09/cover%20letter%20NDC%203.0%20Mauritius.pdf,cover letter NDC 3.0 Mauritius.pdf
MUS,Mauritius,Mauritius Party Note,Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/Mauritius%20Party%20Note.docx,Mauritius Party Note.docx
MUS,Mauritius,Mauritius NDC 3.0,NDC,English,,Active,2025-09-29,https://unfccc.int/sites/default/files/2025-09/NDC%203.0%20%20Mauritius.pdf,NDC 3.0  Mauritius.pdf
MUS,Mauritius,Mauritius First NDC (Archived),NDC,English,1,Archived,2016-04-22,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20INDC%20for%20Mauritius%2028%20Sept%202015.pdf,Final INDC for Mauritius 28 Sept 2015.pdf
MUS,Mauritius,Mauritius First NDC (Updated submission),NDC,English,2,Active,2021-10-05,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20Updated%20NDC%20for%20the%20Republic%20of%20Mauritius%2001%20October%202021.docx,Final Updated NDC for the Republic of Mauritius 01 October 2021.docx
MEX,Mexico,Mexico NDC 3.0,NDC,Spanish,,Active,2025-11-17,https://unfccc.int/sites/default/files/2025-11/NDC%203.0%20Me%CC%81xico_spanish.pdf,NDC 3.0 México_spanish.pdf
MEX,Mexico,Mexico First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/MEXICO%20INDC%2003.30.2015.pdf,MEXICO INDC 03.30.2015.pdf
MEX,Mexico,Mexico First NDC (Updated submission),NDC,Spanish,2,Archived,2020-12-30,https://unfccc.int/sites/default/files/NDC/2022-06/NDC-Esp-30Dic.pdf,NDC-Esp-30Dic.pdf
MEX,Mexico,Mexico: Updated NDC 2022,NDC,Spanish,3,Active,2022-11-17,https://unfccc.int/sites/default/files/NDC/2022-11/Mexico_NDC_UNFCCC_update2022_FINAL.pdf,Mexico_NDC_UNFCCC_update2022_FINAL.pdf
MEX,Mexico,Mexico First NDC (Updated submission),Translation,English,2,Archived,2020-12-30,https://unfccc.int/sites/default/files/NDC/2022-06/NDC-Eng-Dec30.pdf,NDC-Eng-Dec30.pdf
FSM,Micronesia (Federated States of),Federated States of Micronesia NDC 3.0,NDC,English,,Active,2025-09-24,https://unfccc.int/sites/default/files/2025-09/FSM%20NDC%203.0.pdf,FSM NDC 3.0.pdf
FSM,Micronesia (Federated States of),Micronesia (Federated State of) First NDC,NDC,English,1,Archived,2016-09-15,https://unfccc.int/sites/default/files/NDC/2022-06/Micronesia%20%28Federated%20State%20of%29%20First%20NDC.pdf,Micronesia (Federated State of) First NDC.pdf
FSM,Micronesia (Federated States of),Updated Nationally Determined Contribution of the Federated States of Micronesia,NDC,English,2,Active,2022-10-17,https://unfccc.int/sites/default/files/NDC/2022-10/Updated%20NDC%20of%20the%20MICRONESIA.pdf,Updated NDC of the MICRONESIA.pdf
MCO,Monaco,MONACO NDC 2025,NDC,French,,Active,2025-07-16,https://unfccc.int/sites/default/files/2025-07/NDC_2025_Monaco.pdf,NDC_2025_Monaco.pdf
MCO,Monaco,Monaco First NDC (Archived),NDC,French,1,Archived,2016-10-26,https://unfccc.int/sites/default/files/NDC/2022-06/Contribution%20nationale%20Monaco.pdf,Contribution nationale Monaco.pdf
MCO,Monaco,Monaco First NDC (Updated submission),NDC,French,2,Active,2020-12-28,https://unfccc.int/sites/default/files/NDC/2022-06/Monaco_NDC_2020.pdf,Monaco_NDC_2020.pdf
MCO,Monaco,Monaco First NDC (Archived),Translation,English,1,Archived,2016-10-26,https://unfccc.int/sites/default/files/NDC/2022-06/Monaco_INDC.pdf,Monaco_INDC.pdf
MNG,Mongolia,Mongolia NDC 3.0,NDC,English,,Active,2025-09-24,https://unfccc.int/sites/default/files/2025-09/Mongolia%20NDC3_0%20under%20UNFCCC_PA%20FINAL.pdf,Mongolia NDC3_0 under UNFCCC_PA FINAL.pdf
MNG,Mongolia,Mongolia First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/150924_INDCs%20of%20Mongolia.pdf,150924_INDCs of Mongolia.pdf
MNG,Mongolia,Mongolia First NDC (Updated submission),NDC,English,2,Active,2020-10-13,https://unfccc.int/sites/default/files/NDC/2022-06/First%20Submission%20of%20Mongolia%27s%20NDC.pdf,First Submission of Mongolia's NDC.pdf
MNE,Montenegro,Montenegro Third NDC,NDC,English,,Active,2025-02-21,https://unfccc.int/sites/default/files/2025-02/001_eng_NDC_Montenegro.pdf,001_eng_NDC_Montenegro.pdf
MNE,Montenegro,Montenegro First NDC (Archived),NDC,English,1,Archived,2017-12-21,https://unfccc.int/sites/default/files/NDC/2022-06/INDCSubmission_%20Montenegro.pdf,INDCSubmission_ Montenegro.pdf
MNE,Montenegro,Montenegro First NDC (Updated submission),NDC,English,2,Active,2021-06-15,https://unfccc.int/sites/default/files/NDC/2022-06/Updated%20NDC%20for%20Montenegro.pdf,Updated NDC for Montenegro.pdf
MAR,Morocco,Morocco NDC 3.0,NDC,French,,Active,2025-09-30,https://unfccc.int/sites/default/files/2025-10/MOROCCO%20NDC%203.0%20_30.9.25.pdf,MOROCCO NDC 3.0 _30.9.25.pdf
MAR,Morocco,Morocco First NDC (Archived),NDC,French,1,Archived,2016-09-19,https://unfccc.int/sites/default/files/NDC/2022-06/Morocco%20First%20NDC.pdf,Morocco First NDC.pdf
MAR,Morocco,Morocco First NDC (Updated submission),NDC,French,2,Active,2021-06-22,https://unfccc.int/sites/default/files/NDC/2022-06/Moroccan%20updated%20NDC%202021%20_Fr.pdf,Moroccan updated NDC 2021 _Fr.pdf
MAR,Morocco,Morocco First NDC-English (Archived),Translation,English,1,Archived,2016-09-19,https://unfccc.int/sites/default/files/NDC/2022-06/Morocco%20First%20NDC-English.pdf,Morocco First NDC-English.pdf
MOZ,Mozambique,Mozambique First NDC (Updated submission-letter),Addendum,English,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/Submission%20%20UPDATE%20%20NDC.pdf,Submission  UPDATE  NDC.pdf
MOZ,Mozambique,Submission Letter Mozambique,Addendum,English,3,Active,,https://unfccc.int/sites/default/files/2025-11/Submission_Letter_Mozambique.pdf,Submission_Letter_Mozambique.pdf
MOZ,Mozambique,Mozambique First NDC (Archived),NDC,English,1,Archived,2018-06-04,https://unfccc.int/sites/default/files/NDC/2022-06/MOZ_INDC_Final_Version.pdf,MOZ_INDC_Final_Version.pdf
MOZ,Mozambique,Mozambique First NDC (Updated submission),NDC,English,2,Active,2021-12-27,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_EN_Final.pdf,NDC_EN_Final.pdf
MOZ,Mozambique,Mozambique's Provisional NDC 3.0,NDC,English,3,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/Mozambique%20ProvNDC_ENG.pdf,Mozambique ProvNDC_ENG.pdf
MMR,Myanmar,Myanmar First NDC (Archived),NDC,English,1,Archived,2017-09-19,https://unfccc.int/sites/default/files/NDC/2022-06/Myanmar%27s%20INDC.pdf,Myanmar's INDC.pdf
MMR,Myanmar,Myanmar First NDC (Updated submission),NDC,English,2,Active,2021-08-03,https://unfccc.int/sites/default/files/NDC/2022-06/Myanmar%20Updated%20%20NDC%20July%202021.pdf,Myanmar Updated  NDC July 2021.pdf
NAM,Namibia,Namibia First NDC (Archived),NDC,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20of%20Namibia%20Final%20pdf.pdf,INDC of Namibia Final pdf.pdf
NAM,Namibia,Namibia First NDC (Updated submission),NDC,English,2,Archived,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/Namibia%27s%20Updated%20NDC_%20FINAL%2025%20July%202021.pdf,Namibia's Updated NDC_ FINAL 25 July 2021.pdf
NAM,Namibia,NDC UPDATE,NDC,English,3,Active,2024-01-17,https://unfccc.int/sites/default/files/NDC/2024-01/FINAL%20UPDATED%20NAMIBIA%20NDC%202023.pdf,FINAL UPDATED NAMIBIA NDC 2023.pdf
NRU,Nauru,Nauru_NDC letter (Archived),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Nauru_NDC%20letter.pdf,Nauru_NDC letter.pdf
NRU,Nauru,Nauru First NDC (Archived),NDC,English,1,Archived,2016-04-07,https://unfccc.int/sites/default/files/NDC/2022-06/Nauru_NDC.pdf,Nauru_NDC.pdf
NRU,Nauru,Nauru First NDC (Updated submission),NDC,English,2,Active,2021-10-14,https://unfccc.int/sites/default/files/NDC/2022-06/Nauru%20Updated%20NDC%20pdf.pdf,Nauru Updated NDC pdf.pdf
NPL,Nepal,Nepal First NDC (Archived),NDC,English,1,Archived,2016-10-05,https://unfccc.int/sites/default/files/NDC/2022-06/Nepal%20First%20NDC.pdf,Nepal First NDC.pdf
NPL,Nepal,Nepal Second NDC,NDC,English,2,Active,2020-12-08,https://unfccc.int/sites/default/files/NDC/2022-06/Second%20Nationally%20Determined%20Contribution%20%28NDC%29%20-%202020.pdf,Second Nationally Determined Contribution (NDC) - 2020.pdf
NPL,Nepal,Nationally Determined Contribution (NDC) 3.0,NDC,English,3,Active,2025-05-19,https://unfccc.int/sites/default/files/2025-05/Nepal%20NDC3.pdf,Nepal NDC3.pdf
NLD,Netherlands,The NDC of the European Union and its Member States,NDC,English,,Active,2025-11-05,https://unfccc.int/sites/default/files/2025-11/DK-2025-11-05%20EU%20NDC.pdf,DK-2025-11-05 EU NDC.pdf
NLD,Netherlands,EU First NDC (Archived),NDC,English,1,Archived,2017-07-28,https://unfccc.int/sites/default/files/LV-03-06-EU%20INDC.pdf,LV-03-06-EU INDC.pdf
NLD,Netherlands,EU First NDC (Updated submission),NDC,English,2,Archived,2020-12-18,https://unfccc.int/sites/default/files/NDC/2022-06/EU_NDC_Submission_December%202020_0.pdf,EU_NDC_Submission_December 2020_0.pdf
NLD,Netherlands,EU NDC 2023 update,NDC,English,3,Active,2023-10-19,https://unfccc.int/sites/default/files/NDC/2023-10/ES-2023-10-17%20EU%20submission%20NDC%20update.pdf,ES-2023-10-17 EU submission NDC update.pdf
NZL,New Zealand,NEW ZEALAND NDC update 22 04 2020,Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/NEW%20ZEALAND%20NDC%20update%2022%2004%202020.pdf,NEW ZEALAND NDC update 22 04 2020.pdf
NZL,New Zealand,New Zealand’s second Nationally Determined Contribution,NDC,English,,Active,2025-01-31,https://unfccc.int/sites/default/files/2025-01/New%20Zealand%27s%20second%20Nationally%20Determined%20Contribution.pdf,New Zealand's second Nationally Determined Contribution.pdf
NZL,New Zealand,New Zealand First NDC,NDC,English,1,Archived,2016-10-05,https://unfccc.int/sites/default/files/NDC/2022-06/New%20Zealand%20first%20NDC%20%28Archived%29.pdf,New Zealand first NDC (Archived).pdf
NZL,New Zealand,New Zealand First NDC (Updated submission),NDC,English,2,Active,2021-11-03,https://unfccc.int/sites/default/files/NDC/2022-06/New%20Zealand%20NDC%20November%202021.pdf,New Zealand NDC November 2021.pdf
NIC,Nicaragua,Letter to ES (Archived),Addendum,Spanish,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Carta%20a%20Secretaria%20Ejecutiva%20CMNUCC.pdf,Carta a Secretaria Ejecutiva CMNUCC.pdf
NIC,Nicaragua,ACTUALIZACIÓN DE CONTRIBUCIONES,Addendum,Spanish,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/ACTUALIZACI%C3%93N%20DE%20CONTRIBUCIONES.pdf,ACTUALIZACIÓN DE CONTRIBUCIONES.pdf
NIC,Nicaragua,Carta Sra. Patricia Espinosa,Addendum,Spanish,2,Active,,https://unfccc.int/sites/default/files/NDC/2022-06/Carta%20Sra.%20Patricia%20Espinosa.pdf,Carta Sra. Patricia Espinosa.pdf
NIC,Nicaragua,Nicaragua NDC 2025,NDC,Spanish,,Active,2025-09-19,https://unfccc.int/sites/default/files/2025-09/NDC%20NICARAGUA%202025%20-12.09.2025.pdf,NDC NICARAGUA 2025 -12.09.2025.pdf
NIC,Nicaragua,Nicaragua First NDC (Archived),NDC,Spanish,1,Archived,2018-09-03,https://unfccc.int/sites/default/files/NDC/2022-06/Contribucion%20Nacionalmente%20Determinada%20Nicaragua.pdf,Contribucion Nacionalmente Determinada Nicaragua.pdf
NIC,Nicaragua,Nicaragua First NDC (Updated submission),NDC,Spanish,2,Active,2020-12-24,https://unfccc.int/sites/default/files/NDC/2022-06/Contribuciones_Nacionales_Determinadas_Nicaragua.pdf,Contribuciones_Nacionales_Determinadas_Nicaragua.pdf
NER,Niger,Niger First NDC (Archived),NDC,French,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/Niger-INDC-versionfinale.pdf,Niger-INDC-versionfinale.pdf
NER,Niger,Niger First NDC (Updated submission),NDC,French,2,Active,2021-12-13,https://unfccc.int/sites/default/files/NDC/2022-06/CDN_Niger_R%C3%A9vis%C3%A9e_2021.pdf,CDN_Niger_Révisée_2021.pdf
NER,Niger,Niger First NDC,Translation,English,1,Archived,2016-09-21,https://unfccc.int/sites/default/files/NDC/2022-06/Niger-INDC-final_Eng.pdf,Niger-INDC-final_Eng.pdf
NGA,Nigeria,Executive Summary_Nigerian INDC (Archived),Addendum,English,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Executive%20Summary_Nigerian%20INDC_271115.pdf,Executive Summary_Nigerian INDC_271115.pdf
NGA,Nigeria,NDC update cover letter,Addendum,English,3,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/NDC-Cover%20Letter%20for%20the%20Subnission%20of%20Nigeria%27s%202021%20NDC.pdf,NDC-Cover Letter for the Subnission of Nigeria's 2021 NDC.pdf
NGA,Nigeria,Nigeria NDC 3.0,NDC,English,,Active,2025-09-22,https://unfccc.int/sites/default/files/2025-09/Nigeria%20NDC%203.0%20-%20Transimission%20Version%202.pdf,Nigeria NDC 3.0 - Transimission Version 2.pdf
NGA,Nigeria,Nigeria First NDC (Archived),NDC,English,1,Archived,2017-05-16,https://unfccc.int/sites/default/files/NDC/2022-06/Approved%20Nigeria%27s%20INDC_271115.pdf,Approved Nigeria's INDC_271115.pdf
NGA,Nigeria,Nigeria First NDC (Archived),NDC,English,2,Archived,2021-05-27,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20INTERIM%20REPORT%20SUBMISSION%20-%20NIGERIA.pdf,NDC INTERIM REPORT SUBMISSION - NIGERIA.pdf
NGA,Nigeria,Nigeria First NDC (Updated submission),NDC,English,3,Archived,2021-07-30,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_File%20Amended%20_11222.pdf,NDC_File Amended _11222.pdf
NIU,Niue,Niue NDC 3.0,NDC,English,,Active,2025-07-17,https://unfccc.int/sites/default/files/2025-07/NIUE%20NDC%203.0.pdf,NIUE NDC 3.0.pdf
NIU,Niue,Niue First NDC,NDC,English,1,Archived,2016-10-28,https://unfccc.int/sites/default/files/NDC/2022-06/Niue%20INDC%20Final.pdf,Niue INDC Final.pdf
MKD,North Macedonia,The Republic of North Macedonia First NDC (Archived),NDC,English,1,Archived,2018-01-09,https://unfccc.int/sites/default/files/NDC/2022-06/Submission_Republic_of_Macedonia_20150805144001_135181.pdf,Submission_Republic_of_Macedonia_20150805144001_135181.pdf
MKD,North Macedonia,The Republic of North Macedonia First NDC (Updated submission),NDC,English,2,Active,2021-04-16,https://unfccc.int/sites/default/files/NDC/2022-06/Macedonian%20enhanced%20NDC%20%28002%29.pdf,Macedonian enhanced NDC (002).pdf
NOR,Norway,Norway NDC 2035,NDC,English,,Active,2025-06-26,https://unfccc.int/sites/default/files/2025-06/Norways%20NDC%20for%202035..pdf,Norways NDC for 2035..pdf
NOR,Norway,Norway First NDC (Archived),NDC,English,1,Archived,2016-06-20,https://unfccc.int/sites/default/files/NorwayINDC.pdf,NorwayINDC.pdf
NOR,Norway,Norway First NDC (Updated submission),NDC,English,2,Archived,2020-02-07,https://unfccc.int/sites/default/files/NDC/2022-06/Norway_updatedNDC_2020%20%28Updated%20submission%29.pdf,Norway_updatedNDC_2020 (Updated submission).pdf
NOR,Norway,Norway First NDC (Second updated submission),NDC,English,3,Active,2022-11-03,https://unfccc.int/sites/default/files/NDC/2022-11/NDC%20Norway_second%20update.pdf,NDC Norway_second update.pdf
OMN,Oman,Oman First NDC (Archived),NDC,Arabic,1,Archived,2019-05-22,https://unfccc.int/sites/default/files/NDC/2022-06/OMAN%20INDCs.pdf,OMAN INDCs.pdf
OMN,Oman,Oman Second NDC,NDC,English,2,Archived,2021-07-29,https://unfccc.int/sites/default/files/NDC/2022-06/Second%20NDC%20Report%20Oman.pdf,Second NDC Report Oman.pdf
OMN,Oman,Oman 1st Update of the 2nd NDC,NDC,English,3,Active,2023-11-29,https://unfccc.int/sites/default/files/NDC/2023-11/Oman%201st%20Update%20of%20the%202nd%20NDC%20-%20Optimized%20Size%20%281%29.pdf,Oman 1st Update of the 2nd NDC - Optimized Size (1).pdf
PAK,Pakistan,Pakistan NDC 3.0,NDC,English,,Active,2025-09-24,https://unfccc.int/sites/default/files/2025-09/Pakistan_NDC3.0_24%20Sep.pdf,Pakistan_NDC3.0_24 Sep.pdf
PAK,Pakistan,Pakistan First NDC (Archived),NDC,English,1,Archived,2016-11-10,https://unfccc.int/sites/default/files/NDC/2022-06/Pak-INDC.pdf,Pak-INDC.pdf
PAK,Pakistan,Pakistan First NDC (Abridged version of updated submission),NDC,English,2,Archived,2021-10-12,https://unfccc.int/sites/default/files/NDC/2022-06/Abridged%20Version%20of%20Updated%20Pakistan%20NDCs.docx,Abridged Version of Updated Pakistan NDCs.docx
PAK,Pakistan,Pakistan First NDC (Updated submission),NDC,English,3,Active,2021-10-21,https://unfccc.int/sites/default/files/NDC/2022-06/Pakistan%20Updated%20NDC%202021.pdf,Pakistan Updated NDC 2021.pdf
PLW,Palau,Palau First NDC,NDC,English,1,Active,2016-04-22,https://unfccc.int/sites/default/files/NDC/2022-06/Palau_INDC.Final%20Copy.pdf,Palau_INDC.Final Copy.pdf
PAN,Panama,Panama NDC Cover Letter,Addendum,Spanish,1,Archived,,https://unfccc.int/sites/default/files/NDC/2022-06/Panama%20NDC%20Cover%20Letter.pdf,Panama NDC Cover Letter.pdf
PAN,Panama,Panama NDC 3.0,NDC,Spanish,,Active,2025-11-27,https://unfccc.int/sites/default/files/2025-11/Pacto%20de%20Panam%C3%A1%20con%20la%20Naturaleza%20%28Nature%20Pledge%29.pdf,Pacto de Panamá con la Naturaleza (Nature Pledge).pdf
PAN,Panama,Declarative NDC 3.0 of Panama,NDC,Spanish,,Active,2025-09-30,https://unfccc.int/sites/default/files/2025-10/Declaratoria%20-%20CDN%203.0%20Panam%C3%A1.pdf,Declaratoria - CDN 3.0 Panamá.pdf
PAN,Panama,Panama First NDC (Archived),NDC,Spanish,1,Archived,2016-04-18,https://unfccc.int/sites/default/files/NDC/2022-06/PANAMA%20NDC.pdf,PANAMA NDC.pdf
